 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4   Layer5   Layer6   Layer7   Layer8  Pseaudo_Eff
    418   h0 0.727273       1 0.909091 0.730769       1 0.769231 0.758824 0.787500 0.823529     0.182899
    419   h0 0.316206       1 0.181818 0.201923       1 0.643875 0.205882 0.235714 0.255418     0.000093
    420   h0 0.956522       1 0.872727 0.960000       1 0.712251 0.800000 0.812500 0.823529     0.305541
    421   h0 1.000000       1 0.909091 1.000000       1 0.769231 0.800000 0.812500 0.823529     0.374332
    422   h0 1.000000       1 0.909091 1.000000       1 0.769231 0.662745 0.687500 0.606811     0.193347
    423   h0 1.000000       1 0.836364 0.800000       1 0.455840 0.094118 0.225000 0.119195     0.000770
    424   h0 0.695652       1 0.960000 0.720000       1 0.925926 0.800000 0.812500 0.823529     0.238322
    425   h0 0.727273       1 1.000000 0.750000       1 1.000000 0.800000 0.812500 0.823529     0.291979
    426   h0 0.632411       1 0.640000 0.420000       1 1.000000 0.635294 0.580357 0.390093     0.024449
    427   h0 0.181818       1 0.000000 0.000000       1 0.592593 0.000000 0.000000 0.000000     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1 0.740741 0.866667 0.812500 0.823529     0.150215
    449   h0 0.727273       1 0.727273 0.750000       1 0.769231 0.866667 0.812500 0.823529     0.176957
    450   h0 0.727273       1 0.727273 0.750000       1 0.769231 0.866667 0.812500 0.823529     0.176957
    451   h0 0.727273       1 0.669091 0.576923       1 0.643875 0.611765 0.487500 0.572755     0.030877
    452   h0 0.189723       1 0.000000 0.000000       1 0.341880 0.000000 0.000000 0.061920     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1 0.740741 0.800000 0.812500 0.823529     0.238322
    454   h0 0.909091       1 1.000000 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.280749
    455   h0 0.909091       1 1.000000 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.280749
    456   h0 0.909091       1 0.920000 0.600000       1 0.769231 0.564706 0.487500 0.823529     0.087514
    457   h0 0.237154       1 0.000000 0.000000       1 0.569801 0.000000 0.000000 0.108359     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1 0.769231 0.800000 0.812500 0.823529     0.143993
    459   h0 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.163345
    460   h0 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.163345
    461   h0 0.727273       1 0.669091 0.600000       1 0.769231 0.564706 0.487500 0.823529     0.050917
    462   h0 0.189723       1 0.000000 0.000000       1 0.569801 0.000000 0.000000 0.108359     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1 0.732194 0.800000 0.812500 0.823529     0.171325
    464   h0 0.818182       1 0.727273 0.833333       1 0.769231 0.800000 0.812500 0.823529     0.204181
    465   h0 0.818182       1 0.727273 0.833333       1 0.769231 0.800000 0.812500 0.856037     0.212241
    466   h0 0.818182       1 0.669091 0.666667       1 0.675214 0.564706 0.487500 0.255418     0.017327
    467   h0 0.213439       1 0.000000 0.000000       1 0.398860 0.000000 0.000000 0.000000     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1 0.000000 0.000000 0.062500 0.000000     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1 0.059829 0.000000 0.062500 0.000000     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1 0.031339 0.000000 0.042857 0.000000     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1 1.000000 0.733333 0.812500 0.764706     0.219086
    816   h1 0.727273       1 1.000000 0.750000       1 0.940171 0.733333 0.812500 0.764706     0.233660
    817   h1 0.600791       1 0.600000 0.420000       1 0.376068 0.635294 0.580357 0.342105     0.007182
    818   h1 0.695652       1 0.727273 0.333333       1 1.000000 0.800000 0.187500 0.106811     0.002702
    819   h1 0.727273       1 0.727273 0.333333       1 0.940171 0.800000 0.187500 0.058824     0.001463
    820   h1 0.600791       1 0.465455 0.173333       1 0.376068 0.611765 0.133929 0.026316     0.000039
    821   h1 0.956522       1 0.436364 0.000000       1 0.000000 0.000000 0.000000 0.000000     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1 0.059829 0.000000 0.000000 0.000000     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1 0.031339 0.000000 0.000000 0.000000     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1 0.923077 0.866667 0.812500 0.823529     0.303116
    861   h1 1.000000       1 0.727273 0.916667       1 0.923077 0.866667 0.812500 0.823529     0.356863
    862   h1 1.000000       1 0.690909 0.476667       1 0.923077 0.662745 0.557143 0.368421     0.041355
    863   h1 1.000000       1 0.585455 0.000000       1 0.512821 0.000000 0.000000 0.000000     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1 0.769231 0.933333 0.812500 0.823529     0.223601
    865   h1 0.727273       1 0.727273 1.000000       1 0.769231 0.933333 0.812500 0.823529     0.254092
    866   h1 0.727273       1 0.727273 1.000000       1 0.769231 0.933333 0.675000 0.823529     0.211092
    867   h1 0.727273       1 0.669091 0.769231       1 0.427350 0.658824 0.235714 0.216718     0.005384
    868   h1 0.909091       1 0.727273 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.204181
    869   h1 0.909091       1 0.727273 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.204181
    870   h1 0.909091       1 0.727273 0.660256       1 0.769231 0.800000 0.769643 0.823529     0.170268
    871   h1 0.909091       1 0.581818 0.115385       1 0.569801 0.329412 0.255357 0.021672     0.000063
    872   h1 0.727273       1 0.727273 0.916667       1 0.846154 0.800000 0.812500 0.823529     0.219608
    873   h1 0.727273       1 0.727273 0.916667       1 0.846154 0.800000 0.812500 0.823529     0.219608
    874   h1 0.727273       1 0.727273 0.916667       1 0.846154 0.800000 0.812500 0.823529     0.219608
    875   h1 0.660079       1 0.450909 0.423077       1 0.156695 0.403922 0.325000 0.044892     0.000116
    876   h1 0.727273       1 0.727273 1.000000       1 1.000000 0.800000 0.875000 0.823529     0.304910
    877   h1 0.727273       1 0.727273 1.000000       1 1.000000 0.800000 0.875000 0.823529     0.304910
    878   h1 0.727273       1 0.727273 1.000000       1 1.000000 0.800000 0.875000 0.823529     0.304910
    879   h1 0.695652       1 0.465455 0.461538       1 0.222222 0.400000 0.350000 0.043344     0.000202
    880   h1 1.000000       1 1.000000 0.750000       1 0.846154 0.800000 0.812500 0.823529     0.339706
    881   h1 1.000000       1 1.000000 0.750000       1 0.846154 0.800000 0.812500 0.823529     0.339706
    882   h1 1.000000       1 1.000000 0.750000       1 0.846154 0.800000 0.812500 0.773994     0.319272
    883   h1 0.956522       1 0.680000 0.288462       1 0.125356 0.376471 0.325000 0.037152     0.000107
    884   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.183763
    885   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.183763
    886   h1 0.727273       1 0.818182 0.733974       1 0.769231 0.752941 0.801786 0.823529     0.167026
    887   h1 0.284585       1 0.130909 0.259615       1 0.678063 0.247059 0.255357 0.253870     0.000105
    888   h1 0.869565       1 0.960000 1.000000       1 0.846154 0.800000 0.812500 0.823529     0.378107
    889   h1 0.909091       1 1.000000 1.000000       1 0.786325 0.800000 0.812500 0.801858     0.372580
    890   h1 1.000000       1 1.000000 1.000000       1 0.817664 0.658824 0.675000 0.602167     0.218960
    891   h1 1.000000       1 0.920000 0.769231       1 0.470085 0.141176 0.235714 0.123839     0.001371
    892   h1 0.695652       1 0.909091 0.750000       1 0.923077 0.800000 0.812500 0.837461     0.238329
    893   h1 0.727273       1 0.909091 0.750000       1 0.923077 0.800000 0.812500 0.882353     0.262518
    894   h1 0.632411       1 0.640000 0.390000       1 0.923077 0.611765 0.557143 0.394737     0.019604
    895   h1 0.181818       1 0.000000 0.000000       1 0.512821 0.000000 0.000000 0.000000     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1 0.769231 0.933333 0.812500 0.823529     0.188663
    917   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.933333 0.812500 0.823529     0.214390
    918   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.933333 0.812500 0.823529     0.214390
    919   h1 0.727273       1 0.752727 0.570000       1 0.666667 0.658824 0.510714 0.530960     0.037164
    920   h1 0.158103       1 0.000000 0.000000       1 0.398860 0.000000 0.000000 0.054180     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1 0.769231 0.866667 0.812500 0.823529     0.273078
    922   h1 0.909091       1 1.000000 0.750000       1 0.769231 0.866667 0.812500 0.823529     0.304144
    923   h1 0.909091       1 1.000000 0.750000       1 0.769231 0.866667 0.812500 0.823529     0.304144
    924   h1 0.909091       1 0.920000 0.576923       1 0.769231 0.637255 0.492857 0.823529     0.096003
    925   h1 0.197628       1 0.000000 0.000000       1 0.569801 0.000000 0.000000 0.108359     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1 0.769231 0.800000 0.812500 0.823529     0.146682
    927   h1 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.163345
    928   h1 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500 0.823529     0.163345
    929   h1 0.727273       1 0.669091 0.576923       1 0.769231 0.564706 0.505357 0.823529     0.050752
    930   h1 0.158103       1 0.000000 0.000000       1 0.569801 0.000000 0.000000 0.108359     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1 0.692308 0.800000 0.812500 0.823529     0.207322
    932   h1 0.909091       1 0.727273 0.916667       1 0.754986 0.800000 0.812500 0.825077     0.245393
    933   h1 0.909091       1 0.727273 0.916667       1 0.723647 0.800000 0.812500 0.823529     0.234766
    934   h1 0.909091       1 0.669091 0.705128       1 0.589744 0.564706 0.496429 0.235294     0.016685
    935   h1 0.197628       1 0.000000 0.000000       1 0.341880 0.000000 0.000000 0.000000     0.000000
