 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4  Layer5   Layer6   Layer7  Layer8  Pseaudo_Eff
    466   h0 0.818182       1 0.669091 0.666667       1       1 0.564706 0.487500       1     0.100471
    467   h0 0.213439       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1       1 0.000000 0.062500       1     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1       1 0.000000 0.062500       1     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1       1 0.000000 0.042857       1     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1       1 0.733333 0.812500       1     0.286497
    816   h1 0.727273       1 1.000000 0.750000       1       1 0.733333 0.812500       1     0.325000
    817   h1 0.600791       1 0.600000 0.420000       1       1 0.635294 0.580357       1     0.055821
    818   h1 0.695652       1 0.727273 0.333333       1       1 0.800000 0.187500       1     0.025296
    819   h1 0.727273       1 0.727273 0.333333       1       1 0.800000 0.187500       1     0.026446
    820   h1 0.600791       1 0.465455 0.173333       1       1 0.611765 0.133929       1     0.003971
    821   h1 0.956522       1 0.436364 0.000000       1       1 0.000000 0.000000       1     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1       1 0.000000 0.000000       1     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1       1 0.000000 0.000000       1     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1       1 0.866667 0.812500       1     0.398742
    861   h1 1.000000       1 0.727273 0.916667       1       1 0.866667 0.812500       1     0.469444
    862   h1 1.000000       1 0.690909 0.476667       1       1 0.662745 0.557143       1     0.121604
    863   h1 1.000000       1 0.585455 0.000000       1       1 0.000000 0.000000       1     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1       1 0.933333 0.812500       1     0.352970
    865   h1 0.727273       1 0.727273 1.000000       1       1 0.933333 0.812500       1     0.401102
    866   h1 0.727273       1 0.727273 1.000000       1       1 0.933333 0.675000       1     0.333223
    867   h1 0.727273       1 0.669091 0.769231       1       1 0.658824 0.235714       1     0.058129
    868   h1 0.909091       1 0.727273 0.750000       1       1 0.800000 0.812500       1     0.322314
    869   h1 0.909091       1 0.727273 0.750000       1       1 0.800000 0.812500       1     0.322314
    870   h1 0.909091       1 0.727273 0.660256       1       1 0.800000 0.769643       1     0.268780
    871   h1 0.909091       1 0.581818 0.115385       1       1 0.329412 0.255357       1     0.005134
    872   h1 0.727273       1 0.727273 0.916667       1       1 0.800000 0.812500       1     0.315152
    873   h1 0.727273       1 0.727273 0.916667       1       1 0.800000 0.812500       1     0.315152
    874   h1 0.727273       1 0.727273 0.916667       1       1 0.800000 0.812500       1     0.315152
    875   h1 0.660079       1 0.450909 0.423077       1       1 0.403922 0.325000       1     0.016530
    876   h1 0.727273       1 0.727273 1.000000       1       1 0.800000 0.875000       1     0.370248
    877   h1 0.727273       1 0.727273 1.000000       1       1 0.800000 0.875000       1     0.370248
    878   h1 0.727273       1 0.727273 1.000000       1       1 0.800000 0.875000       1     0.370248
    879   h1 0.695652       1 0.465455 0.461538       1       1 0.400000 0.350000       1     0.020922
    880   h1 1.000000       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.487500
    881   h1 1.000000       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.487500
    882   h1 1.000000       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.487500
    883   h1 0.956522       1 0.680000 0.288462       1       1 0.376471 0.325000       1     0.022957
    884   h1 0.727273       1 0.818182 0.750000       1       1 0.800000 0.812500       1     0.290083
    885   h1 0.727273       1 0.818182 0.750000       1       1 0.800000 0.812500       1     0.290083
    886   h1 0.727273       1 0.818182 0.733974       1       1 0.752941 0.801786       1     0.263662
    887   h1 0.284585       1 0.130909 0.259615       1       1 0.247059 0.255357       1     0.000610
    888   h1 0.869565       1 0.960000 1.000000       1       1 0.800000 0.812500       1     0.542609
    889   h1 0.909091       1 1.000000 1.000000       1       1 0.800000 0.812500       1     0.590909
    890   h1 1.000000       1 1.000000 1.000000       1       1 0.658824 0.675000       1     0.444706
    891   h1 1.000000       1 0.920000 0.769231       1       1 0.141176 0.235714       1     0.023550
    892   h1 0.695652       1 0.909091 0.750000       1       1 0.800000 0.812500       1     0.308300
    893   h1 0.727273       1 0.909091 0.750000       1       1 0.800000 0.812500       1     0.322314
    894   h1 0.632411       1 0.640000 0.390000       1       1 0.611765 0.557143       1     0.053802
    895   h1 0.181818       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1       1 0.933333 0.812500       1     0.297818
    917   h1 0.727273       1 0.818182 0.750000       1       1 0.933333 0.812500       1     0.338430
    918   h1 0.727273       1 0.818182 0.750000       1       1 0.933333 0.812500       1     0.338430
    919   h1 0.727273       1 0.752727 0.570000       1       1 0.658824 0.510714       1     0.104992
    920   h1 0.158103       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1       1 0.866667 0.812500       1     0.431072
    922   h1 0.909091       1 1.000000 0.750000       1       1 0.866667 0.812500       1     0.480114
    923   h1 0.909091       1 1.000000 0.750000       1       1 0.866667 0.812500       1     0.480114
    924   h1 0.909091       1 0.920000 0.576923       1       1 0.637255 0.492857       1     0.151547
    925   h1 0.197628       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1       1 0.800000 0.812500       1     0.231549
    927   h1 0.727273       1 0.727273 0.750000       1       1 0.800000 0.812500       1     0.257851
    928   h1 0.727273       1 0.727273 0.750000       1       1 0.800000 0.812500       1     0.257851
    929   h1 0.727273       1 0.669091 0.576923       1       1 0.564706 0.505357       1     0.080116
    930   h1 0.158103       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1       1 0.800000 0.812500       1     0.363636
    932   h1 0.909091       1 0.727273 0.916667       1       1 0.800000 0.812500       1     0.393939
    933   h1 0.909091       1 0.727273 0.916667       1       1 0.800000 0.812500       1     0.393939
    934   h1 0.909091       1 0.669091 0.705128       1       1 0.564706 0.496429       1     0.120237
    935   h1 0.197628       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
