 ChipID Half  Layer0   Layer1   Layer2  Layer3   Layer4  Layer5   Layer6  Layer7   Layer8  Pseaudo_Eff
    420   h0       1 0.696970 0.872727       1 0.721154       1 0.800000       1 0.823529     0.288994
    421   h0       1 0.727273 0.909091       1 0.750000       1 0.800000       1 0.823529     0.326689
    422   h0       1 0.727273 0.909091       1 0.750000       1 0.662745       1 0.606811     0.199419
    423   h0       1 0.727273 0.836364       1 0.490385       1 0.094118       1 0.119195     0.003346
    424   h0       1 0.696970 0.960000       1 0.721154       1 0.800000       1 0.823529     0.317894
    425   h0       1 0.727273 1.000000       1 0.750000       1 0.800000       1 0.823529     0.359358
    426   h0       1 0.674242 0.640000       1 0.653846       1 0.635294       1 0.390093     0.069922
    427   h0       1 0.545455 0.000000       1 0.381410       1 0.000000       1 0.000000     0.000000
    448   h0       1 0.958333 0.698182       1 0.961538       1 0.866667       1 0.823529     0.459180
    449   h0       1 1.000000 0.727273       1 1.000000       1 0.866667       1 0.823529     0.519073
    450   h0       1 1.000000 0.727273       1 1.000000       1 0.866667       1 0.823529     0.519073
    451   h0       1 1.000000 0.669091       1 1.000000       1 0.611765       1 0.572755     0.234444
    452   h0       1 0.166667 0.000000       1 0.846154       1 0.000000       1 0.061920     0.000000
    453   h0       1 0.696970 0.960000       1 0.801282       1 0.800000       1 0.823529     0.353215
    454   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1 0.823529     0.399287
    455   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1 0.823529     0.399287
    456   h0       1 0.727273 0.920000       1 0.833333       1 0.564706       1 0.823529     0.259302
    457   h0       1 0.121212 0.000000       1 0.705128       1 0.000000       1 0.108359     0.000000
    458   h0       1 0.784091 0.698182       1 0.801282       1 0.800000       1 0.823529     0.288994
    459   h0       1 0.909091 0.727273       1 0.833333       1 0.800000       1 0.823529     0.362988
    460   h0       1 0.909091 0.727273       1 0.833333       1 0.800000       1 0.823529     0.362988
    461   h0       1 0.909091 0.669091       1 0.833333       1 0.564706       1 0.823529     0.235729
    462   h0       1 0.151515 0.000000       1 0.705128       1 0.000000       1 0.108359     0.000000
    463   h0       1 0.958333 0.698182       1 0.721154       1 0.800000       1 0.823529     0.317894
    464   h0       1 1.000000 0.727273       1 0.750000       1 0.800000       1 0.823529     0.359358
    465   h0       1 1.000000 0.727273       1 0.750000       1 0.800000       1 0.856037     0.373543
    466   h0       1 1.000000 0.669091       1 0.548077       1 0.564706       1 0.255418     0.052893
    467   h0       1 0.166667 0.000000       1 0.141026       1 0.000000       1 0.000000     0.000000
    812   h1       1 0.916667 0.000000       1 0.583333       1 0.000000       1 0.000000     0.000000
    813   h1       1 1.000000 0.000000       1 0.583333       1 0.000000       1 0.000000     0.000000
    814   h1       1 0.750000 0.000000       1 0.269231       1 0.000000       1 0.000000     0.000000
    815   h1       1 0.750000 0.960000       1 0.750000       1 0.733333       1 0.764706     0.302824
    816   h1       1 0.818182 1.000000       1 0.750000       1 0.733333       1 0.764706     0.344118
    817   h1       1 0.613636 0.600000       1 0.525641       1 0.635294       1 0.342105     0.042062
    818   h1       1 0.916667 0.727273       1 0.916667       1 0.800000       1 0.106811     0.052219
    819   h1       1 1.000000 0.727273       1 0.916667       1 0.800000       1 0.058824     0.031373
    820   h1       1 0.750000 0.465455       1 0.423077       1 0.611765       1 0.026316     0.002378
    821   h1       1 0.000000 0.436364       1 0.000000       1 0.000000       1 0.000000     0.000000
    822   h1       1 0.000000 0.454545       1 0.000000       1 0.000000       1 0.000000     0.000000
    823   h1       1 0.000000 0.290909       1 0.000000       1 0.000000       1 0.000000     0.000000
    860   h1       1 0.666667 0.672727       1 0.750000       1 0.866667       1 0.823529     0.240071
    861   h1       1 0.727273 0.727273       1 0.750000       1 0.866667       1 0.823529     0.283131
    862   h1       1 0.636364 0.690909       1 0.750000       1 0.662745       1 0.368421     0.080515
    863   h1       1 0.363636 0.585455       1 0.461538       1 0.000000       1 0.000000     0.000000
    864   h1       1 0.666667 0.669091       1 0.916667       1 0.933333       1 0.823529     0.314283
    865   h1       1 0.727273 0.727273       1 0.916667       1 0.933333       1 0.823529     0.372668
    866   h1       1 0.727273 0.727273       1 0.916667       1 0.933333       1 0.823529     0.372668
    867   h1       1 0.727273 0.669091       1 0.564103       1 0.658824       1 0.216718     0.039193
    868   h1       1 0.715909 0.727273       1 0.750000       1 0.800000       1 0.823529     0.257268
    869   h1       1 0.727273 0.727273       1 0.750000       1 0.800000       1 0.823529     0.261351
    870   h1       1 0.727273 0.727273       1 0.750000       1 0.800000       1 0.823529     0.261351
    871   h1       1 0.367424 0.581818       1 0.394231       1 0.329412       1 0.021672     0.000602
    872   h1       1 0.818182 0.727273       1 0.750000       1 0.800000       1 0.823529     0.294020
    873   h1       1 0.818182 0.727273       1 0.750000       1 0.800000       1 0.823529     0.294020
    874   h1       1 0.818182 0.727273       1 0.750000       1 0.800000       1 0.823529     0.294020
    875   h1       1 0.681818 0.450909       1 0.182692       1 0.403922       1 0.044892     0.001018
    876   h1       1 1.000000 0.727273       1 0.750000       1 0.800000       1 0.823529     0.359358
    877   h1       1 1.000000 0.727273       1 0.750000       1 0.800000       1 0.823529     0.359358
    878   h1       1 1.000000 0.727273       1 0.750000       1 0.800000       1 0.823529     0.359358
    879   h1       1 0.833333 0.465455       1 0.198718       1 0.400000       1 0.043344     0.001336
    880   h1       1 0.727273 1.000000       1 0.916667       1 0.800000       1 0.823529     0.439216
    881   h1       1 0.727273 1.000000       1 0.916667       1 0.800000       1 0.823529     0.439216
    882   h1       1 0.727273 1.000000       1 0.916667       1 0.800000       1 0.773994     0.412797
    883   h1       1 0.587121 0.680000       1 0.271605       1 0.376471       1 0.037152     0.001517
    884   h1       1 0.681818 0.818182       1 1.000000       1 0.800000       1 0.823529     0.367526
    885   h1       1 0.727273 0.818182       1 1.000000       1 0.800000       1 0.823529     0.392027
    886   h1       1 0.727273 0.818182       1 1.000000       1 0.752941       1 0.823529     0.368967
    887   h1       1 0.606061 0.130909       1 1.000000       1 0.247059       1 0.253870     0.004976
    888   h1       1 0.666667 0.960000       1 0.750000       1 0.800000       1 0.823529     0.316235
    889   h1       1 0.727273 1.000000       1 0.750000       1 0.800000       1 0.801858     0.349901
    890   h1       1 0.727273 1.000000       1 0.750000       1 0.658824       1 0.602167     0.216394
    891   h1       1 0.727273 0.920000       1 0.461538       1 0.141176       1 0.123839     0.005399
    892   h1       1 0.666667 0.909091       1 0.750000       1 0.800000       1 0.837461     0.304531
    893   h1       1 0.727273 0.909091       1 0.750000       1 0.800000       1 0.882353     0.350024
    894   h1       1 0.704545 0.640000       1 0.701923       1 0.611765       1 0.394737     0.076431
    895   h1       1 0.636364 0.000000       1 0.410256       1 0.000000       1 0.000000     0.000000
    916   h1       1 0.916667 0.752727       1 1.000000       1 0.933333       1 0.823529     0.530353
    917   h1       1 1.000000 0.818182       1 1.000000       1 0.933333       1 0.823529     0.628877
    918   h1       1 1.000000 0.818182       1 1.000000       1 0.933333       1 0.823529     0.628877
    919   h1       1 1.000000 0.752727       1 1.000000       1 0.658824       1 0.530960     0.263311
    920   h1       1 0.166667 0.000000       1 0.807692       1 0.000000       1 0.054180     0.000000
    921   h1       1 0.666667 0.960000       1 0.750000       1 0.866667       1 0.823529     0.342588
    922   h1       1 0.727273 1.000000       1 0.750000       1 0.866667       1 0.823529     0.389305
    923   h1       1 0.727273 1.000000       1 0.750000       1 0.866667       1 0.823529     0.389305
    924   h1       1 0.727273 0.920000       1 0.750000       1 0.637255       1 0.823529     0.263353
    925   h1       1 0.121212 0.000000       1 0.605769       1 0.000000       1 0.108359     0.000000
    926   h1       1 0.833333 0.698182       1 0.750000       1 0.800000       1 0.823529     0.287487
    927   h1       1 0.909091 0.727273       1 0.750000       1 0.800000       1 0.823529     0.326689
    928   h1       1 0.909091 0.727273       1 0.750000       1 0.800000       1 0.823529     0.326689
    929   h1       1 0.909091 0.669091       1 0.750000       1 0.564706       1 0.823529     0.212156
    930   h1       1 0.151515 0.000000       1 0.611111       1 0.000000       1 0.108359     0.000000
    931   h1       1 0.833333 0.698182       1 0.750000       1 0.800000       1 0.823529     0.287487
    932   h1       1 0.909091 0.727273       1 0.750000       1 0.800000       1 0.825077     0.327303
    933   h1       1 0.909091 0.727273       1 0.750000       1 0.800000       1 0.823529     0.326689
    934   h1       1 0.909091 0.669091       1 0.525641       1 0.564706       1 0.235294     0.042483
    935   h1       1 0.151515 0.000000       1 0.134615       1 0.000000       1 0.000000     0.000000
