 ChipID Half  Layer0   Layer1   Layer2  Layer3   Layer4  Layer5  Layer6   Layer7  Layer8  Pseaudo_Eff
    867   h1       1 0.727273 0.669091       1 0.564103       1       1 0.235714       1     0.064703
    868   h1       1 0.715909 0.727273       1 0.750000       1       1 0.812500       1     0.317278
    869   h1       1 0.727273 0.727273       1 0.750000       1       1 0.812500       1     0.322314
    870   h1       1 0.727273 0.727273       1 0.750000       1       1 0.769643       1     0.305313
    871   h1       1 0.367424 0.581818       1 0.394231       1       1 0.255357       1     0.021521
    872   h1       1 0.818182 0.727273       1 0.750000       1       1 0.812500       1     0.362603
    873   h1       1 0.818182 0.727273       1 0.750000       1       1 0.812500       1     0.362603
    874   h1       1 0.818182 0.727273       1 0.750000       1       1 0.812500       1     0.362603
    875   h1       1 0.681818 0.450909       1 0.182692       1       1 0.325000       1     0.018254
    876   h1       1 1.000000 0.727273       1 0.750000       1       1 0.875000       1     0.477273
    877   h1       1 1.000000 0.727273       1 0.750000       1       1 0.875000       1     0.477273
    878   h1       1 1.000000 0.727273       1 0.750000       1       1 0.875000       1     0.477273
    879   h1       1 0.833333 0.465455       1 0.198718       1       1 0.350000       1     0.026977
    880   h1       1 0.727273 1.000000       1 0.916667       1       1 0.812500       1     0.541667
    881   h1       1 0.727273 1.000000       1 0.916667       1       1 0.812500       1     0.541667
    882   h1       1 0.727273 1.000000       1 0.916667       1       1 0.812500       1     0.541667
    883   h1       1 0.587121 0.680000       1 0.271605       1       1 0.325000       1     0.035242
    884   h1       1 0.681818 0.818182       1 1.000000       1       1 0.812500       1     0.453254
    885   h1       1 0.727273 0.818182       1 1.000000       1       1 0.812500       1     0.483471
    886   h1       1 0.727273 0.818182       1 1.000000       1       1 0.801786       1     0.477096
    887   h1       1 0.606061 0.130909       1 1.000000       1       1 0.255357       1     0.020260
    888   h1       1 0.666667 0.960000       1 0.750000       1       1 0.812500       1     0.390000
    889   h1       1 0.727273 1.000000       1 0.750000       1       1 0.812500       1     0.443182
    890   h1       1 0.727273 1.000000       1 0.750000       1       1 0.675000       1     0.368182
    891   h1       1 0.727273 0.920000       1 0.461538       1       1 0.235714       1     0.072791
    892   h1       1 0.666667 0.909091       1 0.750000       1       1 0.812500       1     0.369318
    893   h1       1 0.727273 0.909091       1 0.750000       1       1 0.812500       1     0.402893
    894   h1       1 0.704545 0.640000       1 0.701923       1       1 0.557143       1     0.176338
    895   h1       1 0.636364 0.000000       1 0.410256       1       1 0.000000       1     0.000000
    916   h1       1 0.916667 0.752727       1 1.000000       1       1 0.812500       1     0.560625
    917   h1       1 1.000000 0.818182       1 1.000000       1       1 0.812500       1     0.664773
    918   h1       1 1.000000 0.818182       1 1.000000       1       1 0.812500       1     0.664773
    919   h1       1 1.000000 0.752727       1 1.000000       1       1 0.510714       1     0.384429
    920   h1       1 0.166667 0.000000       1 0.807692       1       1 0.000000       1     0.000000
    921   h1       1 0.666667 0.960000       1 0.750000       1       1 0.812500       1     0.390000
    922   h1       1 0.727273 1.000000       1 0.750000       1       1 0.812500       1     0.443182
    923   h1       1 0.727273 1.000000       1 0.750000       1       1 0.812500       1     0.443182
    924   h1       1 0.727273 0.920000       1 0.750000       1       1 0.492857       1     0.247325
    925   h1       1 0.121212 0.000000       1 0.605769       1       1 0.000000       1     0.000000
    926   h1       1 0.833333 0.698182       1 0.750000       1       1 0.812500       1     0.354545
    927   h1       1 0.909091 0.727273       1 0.750000       1       1 0.812500       1     0.402893
    928   h1       1 0.909091 0.727273       1 0.750000       1       1 0.812500       1     0.402893
    929   h1       1 0.909091 0.669091       1 0.750000       1       1 0.505357       1     0.230543
    930   h1       1 0.151515 0.000000       1 0.611111       1       1 0.000000       1     0.000000
    931   h1       1 0.833333 0.698182       1 0.750000       1       1 0.812500       1     0.354545
    932   h1       1 0.909091 0.727273       1 0.750000       1       1 0.812500       1     0.402893
    933   h1       1 0.909091 0.727273       1 0.750000       1       1 0.812500       1     0.402893
    934   h1       1 0.909091 0.669091       1 0.525641       1       1 0.496429       1     0.158722
    935   h1       1 0.151515 0.000000       1 0.134615       1       1 0.000000       1     0.000000
