 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4  Layer5  Layer6   Layer7  Layer8  Pseaudo_Eff
    917   h1 0.727273       1 0.818182 0.750000       1       1       1 0.812500       1     0.362603
    918   h1 0.727273       1 0.818182 0.750000       1       1       1 0.812500       1     0.362603
    919   h1 0.727273       1 0.752727 0.570000       1       1       1 0.510714       1     0.159363
    920   h1 0.158103       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1       1       1 0.812500       1     0.497391
    922   h1 0.909091       1 1.000000 0.750000       1       1       1 0.812500       1     0.553977
    923   h1 0.909091       1 1.000000 0.750000       1       1       1 0.812500       1     0.553977
    924   h1 0.909091       1 0.920000 0.576923       1       1       1 0.492857       1     0.237812
    925   h1 0.197628       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1       1       1 0.812500       1     0.289436
    927   h1 0.727273       1 0.727273 0.750000       1       1       1 0.812500       1     0.322314
    928   h1 0.727273       1 0.727273 0.750000       1       1       1 0.812500       1     0.322314
    929   h1 0.727273       1 0.669091 0.576923       1       1       1 0.505357       1     0.141873
    930   h1 0.158103       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1       1       1 0.812500       1     0.454545
    932   h1 0.909091       1 0.727273 0.916667       1       1       1 0.812500       1     0.492424
    933   h1 0.909091       1 0.727273 0.916667       1       1       1 0.812500       1     0.492424
    934   h1 0.909091       1 0.669091 0.705128       1       1       1 0.496429       1     0.212920
    935   h1 0.197628       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
