 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4   Layer5   Layer6   Layer7  Layer8  Pseaudo_Eff
    458   h0 0.695652       1 0.698182 0.720000       1 0.769231 0.800000 0.812500       1     0.174849
    459   h0 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500       1     0.198347
    460   h0 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500       1     0.198347
    461   h0 0.727273       1 0.669091 0.600000       1 0.769231 0.564706 0.487500       1     0.061828
    462   h0 0.189723       1 0.000000 0.000000       1 0.569801 0.000000 0.000000       1     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1 0.732194 0.800000 0.812500       1     0.208038
    464   h0 0.818182       1 0.727273 0.833333       1 0.769231 0.800000 0.812500       1     0.247934
    465   h0 0.818182       1 0.727273 0.833333       1 0.769231 0.800000 0.812500       1     0.247934
    466   h0 0.818182       1 0.669091 0.666667       1 0.675214 0.564706 0.487500       1     0.067839
    467   h0 0.213439       1 0.000000 0.000000       1 0.398860 0.000000 0.000000       1     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1 0.000000 0.000000 0.062500       1     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1 0.059829 0.000000 0.062500       1     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1 0.031339 0.000000 0.042857       1     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1 1.000000 0.733333 0.812500       1     0.286497
    816   h1 0.727273       1 1.000000 0.750000       1 0.940171 0.733333 0.812500       1     0.305556
    817   h1 0.600791       1 0.600000 0.420000       1 0.376068 0.635294 0.580357       1     0.020992
    818   h1 0.695652       1 0.727273 0.333333       1 1.000000 0.800000 0.187500       1     0.025296
    819   h1 0.727273       1 0.727273 0.333333       1 0.940171 0.800000 0.187500       1     0.024864
    820   h1 0.600791       1 0.465455 0.173333       1 0.376068 0.611765 0.133929       1     0.001494
    821   h1 0.956522       1 0.436364 0.000000       1 0.000000 0.000000 0.000000       1     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1 0.059829 0.000000 0.000000       1     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1 0.031339 0.000000 0.000000       1     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1 0.923077 0.866667 0.812500       1     0.368070
    861   h1 1.000000       1 0.727273 0.916667       1 0.923077 0.866667 0.812500       1     0.433333
    862   h1 1.000000       1 0.690909 0.476667       1 0.923077 0.662745 0.557143       1     0.112250
    863   h1 1.000000       1 0.585455 0.000000       1 0.512821 0.000000 0.000000       1     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1 0.769231 0.933333 0.812500       1     0.271515
    865   h1 0.727273       1 0.727273 1.000000       1 0.769231 0.933333 0.812500       1     0.308540
    866   h1 0.727273       1 0.727273 1.000000       1 0.769231 0.933333 0.675000       1     0.256325
    867   h1 0.727273       1 0.669091 0.769231       1 0.427350 0.658824 0.235714       1     0.024842
    868   h1 0.909091       1 0.727273 0.750000       1 0.769231 0.800000 0.812500       1     0.247934
    869   h1 0.909091       1 0.727273 0.750000       1 0.769231 0.800000 0.812500       1     0.247934
    870   h1 0.909091       1 0.727273 0.660256       1 0.769231 0.800000 0.769643       1     0.206754
    871   h1 0.909091       1 0.581818 0.115385       1 0.569801 0.329412 0.255357       1     0.002925
    872   h1 0.727273       1 0.727273 0.916667       1 0.846154 0.800000 0.812500       1     0.266667
    873   h1 0.727273       1 0.727273 0.916667       1 0.846154 0.800000 0.812500       1     0.266667
    874   h1 0.727273       1 0.727273 0.916667       1 0.846154 0.800000 0.812500       1     0.266667
    875   h1 0.660079       1 0.450909 0.423077       1 0.156695 0.403922 0.325000       1     0.002590
    876   h1 0.727273       1 0.727273 1.000000       1 1.000000 0.800000 0.875000       1     0.370248
    877   h1 0.727273       1 0.727273 1.000000       1 1.000000 0.800000 0.875000       1     0.370248
    878   h1 0.727273       1 0.727273 1.000000       1 1.000000 0.800000 0.875000       1     0.370248
    879   h1 0.695652       1 0.465455 0.461538       1 0.222222 0.400000 0.350000       1     0.004649
    880   h1 1.000000       1 1.000000 0.750000       1 0.846154 0.800000 0.812500       1     0.412500
    881   h1 1.000000       1 1.000000 0.750000       1 0.846154 0.800000 0.812500       1     0.412500
    882   h1 1.000000       1 1.000000 0.750000       1 0.846154 0.800000 0.812500       1     0.412500
    883   h1 0.956522       1 0.680000 0.288462       1 0.125356 0.376471 0.325000       1     0.002878
    884   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.800000 0.812500       1     0.223140
    885   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.800000 0.812500       1     0.223140
    886   h1 0.727273       1 0.818182 0.733974       1 0.769231 0.752941 0.801786       1     0.202817
    887   h1 0.284585       1 0.130909 0.259615       1 0.678063 0.247059 0.255357       1     0.000414
    888   h1 0.869565       1 0.960000 1.000000       1 0.846154 0.800000 0.812500       1     0.459130
    889   h1 0.909091       1 1.000000 1.000000       1 0.786325 0.800000 0.812500       1     0.464646
    890   h1 1.000000       1 1.000000 1.000000       1 0.817664 0.658824 0.675000       1     0.363620
    891   h1 1.000000       1 0.920000 0.769231       1 0.470085 0.141176 0.235714       1     0.011071
    892   h1 0.695652       1 0.909091 0.750000       1 0.923077 0.800000 0.812500       1     0.284585
    893   h1 0.727273       1 0.909091 0.750000       1 0.923077 0.800000 0.812500       1     0.297521
    894   h1 0.632411       1 0.640000 0.390000       1 0.923077 0.611765 0.557143       1     0.049663
    895   h1 0.181818       1 0.000000 0.000000       1 0.512821 0.000000 0.000000       1     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1 0.769231 0.933333 0.812500       1     0.229091
    917   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.933333 0.812500       1     0.260331
    918   h1 0.727273       1 0.818182 0.750000       1 0.769231 0.933333 0.812500       1     0.260331
    919   h1 0.727273       1 0.752727 0.570000       1 0.666667 0.658824 0.510714       1     0.069995
    920   h1 0.158103       1 0.000000 0.000000       1 0.398860 0.000000 0.000000       1     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1 0.769231 0.866667 0.812500       1     0.331594
    922   h1 0.909091       1 1.000000 0.750000       1 0.769231 0.866667 0.812500       1     0.369318
    923   h1 0.909091       1 1.000000 0.750000       1 0.769231 0.866667 0.812500       1     0.369318
    924   h1 0.909091       1 0.920000 0.576923       1 0.769231 0.637255 0.492857       1     0.116575
    925   h1 0.197628       1 0.000000 0.000000       1 0.569801 0.000000 0.000000       1     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1 0.769231 0.800000 0.812500       1     0.178114
    927   h1 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500       1     0.198347
    928   h1 0.727273       1 0.727273 0.750000       1 0.769231 0.800000 0.812500       1     0.198347
    929   h1 0.727273       1 0.669091 0.576923       1 0.769231 0.564706 0.505357       1     0.061628
    930   h1 0.158103       1 0.000000 0.000000       1 0.569801 0.000000 0.000000       1     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1 0.692308 0.800000 0.812500       1     0.251748
    932   h1 0.909091       1 0.727273 0.916667       1 0.754986 0.800000 0.812500       1     0.297419
    933   h1 0.909091       1 0.727273 0.916667       1 0.723647 0.800000 0.812500       1     0.285073
    934   h1 0.909091       1 0.669091 0.705128       1 0.589744 0.564706 0.496429       1     0.070909
    935   h1 0.197628       1 0.000000 0.000000       1 0.341880 0.000000 0.000000       1     0.000000
